Date,Open,High,Low,Close,Adj Close,Volume
8/30/2011,2.8,2.82,2.62,2.69,2.69,24800
8/31/2011,2.74,2.8,2.55,2.64,2.64,29300
9/1/2011,2.68,2.72,2.58,2.62,2.62,22200
9/2/2011,2.65,2.7,2.55,2.7,2.7,15200
9/6/2011,2.55,2.7,2.55,2.7,2.7,7800
9/7/2011,2.65,2.72,2.63,2.7,2.7,49000
9/8/2011,2.67,2.85,2.5,2.7,2.7,60900
9/9/2011,2.63,2.72,2.55,2.7,2.7,8100
9/12/2011,2.85,2.85,2.5,2.5,2.5,89100
9/13/2011,2.47,2.8,2.47,2.56,2.56,19800
9/14/2011,2.56,2.6,2.47,2.54,2.54,22600
9/15/2011,2.56,2.7,2.45,2.58,2.58,12400
9/16/2011,2.53,2.72,2.53,2.7,2.7,11300
9/19/2011,2.58,2.69,2.54,2.58,2.58,19200
9/20/2011,2.63,2.67,2.53,2.55,2.55,23600
9/21/2011,2.47,2.68,2.47,2.51,2.51,11600
9/22/2011,2.48,2.48,2.26,2.26,2.26,37800
9/23/2011,2.63,2.63,2.28,2.37,2.37,15700
9/26/2011,2.31,2.37,2.25,2.33,2.33,39000
9/27/2011,2.33,2.45,2.25,2.37,2.37,31100
9/28/2011,2.32,2.35,2.25,2.26,2.26,13000
9/29/2011,2.29,2.46,2.14,2.19,2.19,19000
9/30/2011,2.23,2.28,2.15,2.25,2.25,12000
10/3/2011,2.19,2.24,2.05,2.06,2.06,11100
10/4/2011,2.06,2.06,1.9,1.91,1.91,36500
10/5/2011,2.02,2.02,1.9,1.99,1.99,16700
10/6/2011,2.04,2.1,1.95,2.04,2.04,37300
10/7/2011,2,2.1,2,2.04,2.04,4200
10/10/2011,2.12,2.12,1.9,2.04,2.04,14400
10/11/2011,2.01,2.08,1.99,2.03,2.03,12900
10/12/2011,2.09,2.12,2.03,2.05,2.05,8500
10/13/2011,2.03,2.19,2.03,2.12,2.12,12800
10/14/2011,2.15,2.15,2.03,2.05,2.05,9900
10/17/2011,2.1,2.18,2.04,2.05,2.05,15700
10/18/2011,2.04,2.15,2.04,2.09,2.09,3900
10/19/2011,2.04,2.15,2.04,2.06,2.06,22900
10/20/2011,2.06,2.13,2.04,2.04,2.04,11900
10/21/2011,2.04,2.2,2,2.15,2.15,44600
10/24/2011,2.2,2.2,2.04,2.15,2.15,25800
10/25/2011,2.12,2.13,2.05,2.05,2.05,16200
10/26/2011,2.12,2.18,2.06,2.07,2.07,12400
10/27/2011,2.05,2.15,2.03,2.11,2.11,25000
10/28/2011,2.14,2.17,2.07,2.1,2.1,13100
10/31/2011,2.04,2.1,2.02,2.02,2.02,20500
11/1/2011,2.01,2.08,2,2.01,2.01,18100
11/2/2011,2.01,2.08,2,2.08,2.08,6100
11/3/2011,2.15,2.15,2,2.05,2.05,11500
11/4/2011,2.03,2.08,2.02,2.02,2.02,2500
11/7/2011,2.01,2.02,2,2.02,2.02,10200
11/8/2011,2.08,2.08,2,2.06,2.06,9800
11/9/2011,2,2.08,1.9,2,2,49400
11/10/2011,1.98,2.06,1.96,1.96,1.96,4400
11/11/2011,2.02,2.04,1.9,1.98,1.98,25300
11/14/2011,1.92,1.97,1.81,1.81,1.81,39300
11/15/2011,1.85,1.89,1.76,1.76,1.76,178300
11/16/2011,1.8,1.85,1.75,1.8,1.8,28600
11/17/2011,1.81,1.81,1.77,1.77,1.77,9200
11/18/2011,1.77,1.8,1.75,1.78,1.78,7400
11/21/2011,1.76,1.83,1.7,1.81,1.81,17400
11/22/2011,1.81,1.81,1.75,1.75,1.75,2900
11/23/2011,1.75,1.78,1.75,1.78,1.78,2900
11/25/2011,1.79,1.79,1.7,1.72,1.72,13100
11/28/2011,1.7,1.75,1.63,1.65,1.65,16300
11/29/2011,1.69,1.81,1.69,1.8,1.8,4700
11/30/2011,1.79,1.79,1.62,1.62,1.62,7700
12/1/2011,1.61,1.7,1.61,1.64,1.64,10100
12/2/2011,1.63,1.76,1.63,1.67,1.67,26000
12/5/2011,1.67,1.69,1.62,1.65,1.65,33800
12/6/2011,1.66,1.71,1.62,1.7,1.7,17900
12/7/2011,1.73,1.75,1.63,1.63,1.63,10600
12/8/2011,1.67,1.74,1.63,1.63,1.63,17100
12/9/2011,1.66,1.7,1.63,1.7,1.7,3300
12/12/2011,1.64,1.69,1.6,1.6,1.6,34500
12/13/2011,1.62,1.67,1.59,1.65,1.65,32000
12/14/2011,1.68,1.68,1.6,1.62,1.62,11900
12/15/2011,1.6,1.69,1.55,1.61,1.61,32100
12/16/2011,1.6,1.69,1.6,1.61,1.61,13700
12/19/2011,1.6,1.67,1.6,1.65,1.65,14400
12/20/2011,1.67,1.67,1.55,1.61,1.61,18200
12/21/2011,1.61,1.66,1.61,1.63,1.63,18600
12/22/2011,1.63,1.7,1.63,1.7,1.7,18700
12/23/2011,1.7,1.7,1.6,1.65,1.65,23700
12/27/2011,1.63,1.65,1.56,1.6,1.6,18600
12/28/2011,1.6,1.65,1.56,1.65,1.65,29500
12/29/2011,1.6,1.7,1.6,1.7,1.7,19400
12/30/2011,1.65,1.7,1.6,1.67,1.67,25800
1/3/2012,1.69,1.7,1.65,1.67,1.67,16700
1/4/2012,1.68,1.71,1.65,1.66,1.66,5600
1/5/2012,1.65,1.69,1.65,1.67,1.67,9200
1/6/2012,1.68,1.69,1.66,1.67,1.67,9800
1/9/2012,1.72,1.75,1.68,1.75,1.75,34500
1/10/2012,1.77,1.77,1.73,1.77,1.77,11100
1/11/2012,1.77,1.96,1.75,1.9,1.9,60200
1/12/2012,1.96,2.04,1.87,2.02,2.02,47800
1/13/2012,1.94,2,1.85,1.93,1.93,30000
1/17/2012,1.88,2,1.85,1.86,1.86,38100
1/18/2012,1.9,1.9,1.86,1.9,1.9,8400
1/19/2012,1.88,1.95,1.88,1.9,1.9,16600
1/20/2012,1.88,1.99,1.85,1.99,1.99,17100
1/23/2012,1.99,1.99,1.9,1.99,1.99,13400
1/24/2012,1.96,1.99,1.86,1.97,1.97,7400
1/25/2012,2,2,1.91,1.97,1.97,11600
1/26/2012,1.94,2,1.94,1.97,1.97,9000
1/27/2012,1.94,2,1.92,1.93,1.93,8900
1/30/2012,1.92,1.99,1.92,1.95,1.95,9900
1/31/2012,1.93,1.99,1.93,1.95,1.95,3400
2/1/2012,1.96,2.04,1.93,1.96,1.96,31500
2/2/2012,1.95,2.02,1.93,1.93,1.93,20300
2/3/2012,1.92,2.16,1.92,2.01,2.01,55000
2/6/2012,1.98,2.14,1.95,2.06,2.06,33800
2/7/2012,2.06,2.13,2,2.05,2.05,14200
2/8/2012,2.11,2.13,2.07,2.1,2.1,9900
2/9/2012,2.15,2.18,2.11,2.11,2.11,20700
2/10/2012,2.01,2.08,1.96,2.03,2.03,62000
2/13/2012,2.11,2.11,1.98,2.05,2.05,13700
2/14/2012,2.05,2.07,2.02,2.06,2.06,8000
2/15/2012,2.07,2.4,2,2.03,2.03,153400
2/16/2012,2.13,2.37,2.07,2.14,2.14,134800
2/17/2012,2.21,2.31,2.15,2.2,2.2,62500
2/21/2012,2.25,2.35,2.16,2.25,2.25,15600
2/22/2012,2.32,2.97,2.3,2.94,2.94,207400
2/23/2012,3.03,3.18,2.45,2.53,2.53,203100
2/24/2012,2.5,2.65,2.5,2.53,2.53,50300
2/27/2012,2.46,2.46,2.25,2.26,2.26,88000
2/28/2012,2.43,2.56,2.32,2.36,2.36,54500
2/29/2012,2.5,3.2,2.5,2.89,2.89,416900
3/1/2012,2.96,3.15,2.85,2.98,2.98,158500
3/2/2012,2.98,2.98,2.71,2.93,2.93,77300
3/5/2012,2.83,2.94,2.83,2.9,2.9,29300
3/6/2012,2.81,3.24,2.77,2.98,2.98,188600
3/7/2012,2.98,2.99,2.79,2.89,2.89,42100
3/8/2012,2.92,2.97,2.88,2.89,2.89,16900
3/9/2012,2.9,3.05,2.8,2.87,2.87,47100
3/12/2012,2.89,2.96,2.81,2.9,2.9,21900
3/13/2012,2.88,2.89,2.77,2.82,2.82,21700
3/14/2012,2.84,2.9,2.78,2.84,2.84,13500
3/15/2012,2.81,2.85,2.81,2.84,2.84,7000
3/16/2012,2.82,2.85,2.76,2.85,2.85,22500
3/19/2012,2.8,2.81,2.71,2.78,2.78,30300
3/20/2012,2.74,2.74,2.65,2.67,2.67,19800
3/21/2012,2.63,2.67,2.54,2.61,2.61,26400
3/22/2012,2.55,2.55,2.44,2.47,2.47,33400
3/23/2012,2.46,2.71,2.42,2.47,2.47,29500
3/26/2012,2.45,2.46,2.37,2.46,2.46,31000
3/27/2012,2.43,2.51,2.35,2.4,2.4,30500
3/28/2012,2.4,2.42,2.22,2.37,2.37,47200
3/29/2012,2.39,2.42,2.29,2.35,2.35,17400
3/30/2012,2.35,2.42,2.3,2.37,2.37,13100
4/2/2012,2.37,2.4,2.33,2.36,2.36,13400
4/3/2012,2.32,2.36,2.3,2.35,2.35,10600
4/4/2012,2.34,2.34,2.29,2.3,2.3,14100
4/5/2012,2.29,2.29,2.15,2.19,2.19,29500
4/9/2012,2.15,2.18,2.04,2.11,2.11,25500
4/10/2012,2.1,2.1,2,2.07,2.07,17400
4/11/2012,2.04,2.19,2.04,2.19,2.19,34200
4/12/2012,2.23,2.39,2.11,2.35,2.35,35600
4/13/2012,2.35,2.83,2.34,2.5,2.5,211600
4/16/2012,2.42,2.5,2.35,2.41,2.41,23100
4/17/2012,2.47,2.47,2.15,2.21,2.21,27300
4/18/2012,2.19,2.6,2.16,2.31,2.31,38300
4/19/2012,2.36,2.44,2.35,2.35,2.35,11300
4/20/2012,2.39,2.41,2.34,2.41,2.41,6900
4/23/2012,2.42,2.42,2.25,2.3,2.3,20800
4/24/2012,2.27,2.5,2.27,2.35,2.35,14300
4/25/2012,2.33,2.41,2.19,2.22,2.22,17600
4/26/2012,2.33,2.34,2.33,2.33,2.33,1600
4/27/2012,2.34,2.34,2.27,2.3,2.3,8500
4/30/2012,2.29,2.35,2.29,2.29,2.29,1100
5/1/2012,2.3,2.34,2.17,2.23,2.23,16000
5/2/2012,2.22,2.23,2.14,2.2,2.2,7100
5/3/2012,2.2,2.24,2.2,2.2,2.2,7800
5/4/2012,2.2,2.25,2.19,2.2,2.2,7900
5/7/2012,2.24,2.24,2.14,2.15,2.15,3100
5/8/2012,2.15,2.24,2.14,2.24,2.24,18000
5/9/2012,2.24,2.24,2.14,2.21,2.21,8100
5/10/2012,2.23,2.25,2.15,2.15,2.15,14000
5/11/2012,2.19,2.2,2,2.07,2.07,42700
5/14/2012,2.04,2.08,1.94,1.94,1.94,13200
5/15/2012,1.94,2.01,1.87,1.98,1.98,13000
5/16/2012,1.97,2.02,1.87,1.87,1.87,13200
5/17/2012,1.87,1.9,1.83,1.85,1.85,11000
5/18/2012,1.94,1.94,1.68,1.68,1.68,45900
5/21/2012,1.7,1.97,1.7,1.72,1.72,27300
5/22/2012,1.74,1.85,1.74,1.82,1.82,3700
5/23/2012,1.81,1.91,1.75,1.91,1.91,28000
5/24/2012,2,2.15,2,2.15,2.15,68800
5/25/2012,2.18,2.28,2.11,2.11,2.11,15600
5/29/2012,2.2,2.25,2.16,2.24,2.24,16200
5/30/2012,2.25,2.25,2.18,2.22,2.22,9100
5/31/2012,2.23,2.23,1.97,2.14,2.14,22700
6/1/2012,2.12,2.12,1.99,2.03,2.03,7500
6/4/2012,2.09,2.09,1.9,1.92,1.92,33100
6/5/2012,1.91,1.95,1.91,1.91,1.91,2700
6/6/2012,1.92,2,1.91,2,2,10100
6/7/2012,2.01,2.1,1.9,1.93,1.93,20800
6/8/2012,1.96,1.98,1.85,1.9,1.9,15800
6/11/2012,1.9,1.96,1.88,1.96,1.96,4100
6/12/2012,1.9,1.95,1.82,1.85,1.85,21800
6/13/2012,1.83,1.95,1.73,1.85,1.85,56300
6/14/2012,1.79,1.9,1.78,1.86,1.86,6100
6/15/2012,1.82,1.94,1.78,1.85,1.85,5900
6/18/2012,1.87,1.87,1.76,1.8,1.8,14300
6/19/2012,1.78,1.83,1.72,1.76,1.76,78600
6/20/2012,1.75,1.76,1.72,1.75,1.75,17400
6/21/2012,1.77,1.77,1.72,1.76,1.76,9400
6/22/2012,1.75,1.77,1.73,1.76,1.76,11000
6/25/2012,1.77,1.77,1.73,1.73,1.73,16600
6/26/2012,1.74,1.77,1.72,1.76,1.76,10500
6/27/2012,1.74,1.76,1.72,1.74,1.74,6200
6/28/2012,1.75,1.76,1.7,1.73,1.73,6600
6/29/2012,1.76,1.79,1.68,1.74,1.74,21300
7/2/2012,1.83,1.83,1.68,1.69,1.69,62300
7/3/2012,1.68,1.76,1.58,1.64,1.64,27500
7/5/2012,1.62,1.65,1.62,1.62,1.62,9400
7/6/2012,1.61,1.61,1.55,1.55,1.55,21900
7/9/2012,1.62,1.62,1.52,1.59,1.59,27500
7/10/2012,1.63,1.63,1.54,1.62,1.62,37400
7/11/2012,1.6,1.64,1.45,1.45,1.45,35900
7/12/2012,1.53,1.58,1.46,1.54,1.54,14500
7/13/2012,1.54,1.54,1.44,1.52,1.52,32200
7/16/2012,1.47,1.5,1.38,1.44,1.44,41800
7/17/2012,1.45,1.5,1.3,1.37,1.37,37800
7/18/2012,1.41,1.41,1.3,1.32,1.32,61000
7/19/2012,1.3,1.41,1.3,1.4,1.4,5200
7/20/2012,1.35,1.4,1.31,1.39,1.39,9400
7/23/2012,1.36,1.39,1.32,1.32,1.32,8100
7/24/2012,1.31,1.38,1.28,1.36,1.36,27900
7/25/2012,1.38,1.39,1.3,1.3,1.3,7300
7/26/2012,1.31,1.43,1.3,1.37,1.37,8400
7/27/2012,1.31,1.35,1.31,1.33,1.33,7600
7/30/2012,1.36,1.44,1.36,1.42,1.42,14000
7/31/2012,1.45,1.62,1.42,1.49,1.49,59300
8/1/2012,1.48,1.48,1.41,1.42,1.42,10800
8/2/2012,1.42,1.47,1.39,1.4,1.4,5000
8/3/2012,1.36,1.37,1.35,1.36,1.36,11600
8/6/2012,1.36,1.42,1.18,1.29,1.29,35100
8/7/2012,1.33,1.35,1.29,1.32,1.32,23700
8/8/2012,1.3,1.31,1.29,1.29,1.29,5000
8/9/2012,1.26,1.34,1.21,1.27,1.27,37000
8/10/2012,1.26,1.3,1.22,1.3,1.3,8700
8/13/2012,1.27,1.31,1.26,1.27,1.27,8200
8/14/2012,1.29,1.31,1.21,1.31,1.31,9900
8/15/2012,1.33,1.33,1.24,1.26,1.26,15200
8/16/2012,1.22,1.33,1.21,1.22,1.22,14800
8/17/2012,1.23,1.23,1.18,1.19,1.19,19600
8/20/2012,1.18,1.2,1.15,1.17,1.17,36400
8/21/2012,1.2,1.2,1.15,1.19,1.19,31500
8/22/2012,1.19,1.21,1.02,1.14,1.14,38300
8/23/2012,1.07,1.12,1.04,1.06,1.06,16700
8/24/2012,1.09,1.15,1.08,1.14,1.14,16100
8/27/2012,1.1,1.15,1.1,1.14,1.14,4000
8/28/2012,1.16,1.22,1.11,1.12,1.12,18000
8/29/2012,1.08,1.19,1.08,1.14,1.14,18400
8/30/2012,1.18,1.18,1.1,1.1,1.1,3900
8/31/2012,1.11,1.18,1.11,1.14,1.14,8500
9/4/2012,1.16,1.19,1.13,1.19,1.19,8200
9/5/2012,1.16,1.19,1.16,1.19,1.19,9500
9/6/2012,1.16,1.22,1.16,1.21,1.21,12500
9/7/2012,1.23,1.23,1.15,1.23,1.23,7700
9/10/2012,1.21,1.24,1.16,1.18,1.18,7600
9/11/2012,1.17,1.24,1.17,1.19,1.19,4800
9/12/2012,1.16,1.24,1.16,1.24,1.24,4400
9/13/2012,1.19,1.2,1.16,1.17,1.17,11000
9/14/2012,1.15,1.21,1.15,1.18,1.18,4900
9/17/2012,1.23,1.24,1.16,1.22,1.22,21500
9/18/2012,1.23,1.23,1.2,1.23,1.23,1400
9/19/2012,1.21,1.25,1.16,1.17,1.17,25900
9/20/2012,1.22,1.24,1.2,1.24,1.24,27400
9/21/2012,1.25,1.25,1.24,1.24,1.24,15800
9/24/2012,1.22,1.23,1.21,1.21,1.21,21600
9/25/2012,1.22,1.26,1.22,1.22,1.22,7500
9/26/2012,1.21,1.24,1.18,1.19,1.19,13600
9/27/2012,1.17,1.24,1.17,1.17,1.17,4700
9/28/2012,1.17,1.2,1.17,1.17,1.17,6000
10/1/2012,1.17,1.21,1.17,1.17,1.17,5000
10/2/2012,1.19,1.25,1.18,1.23,1.23,2400
10/3/2012,1.21,1.25,1.18,1.2,1.2,3200
10/4/2012,1.21,1.3,1.17,1.18,1.18,42600
10/5/2012,1.25,1.25,1.1,1.11,1.11,8200
10/8/2012,1.12,1.19,1.1,1.13,1.13,9200
10/9/2012,1.12,1.3,1.11,1.12,1.12,14500
10/10/2012,1.21,1.21,1.12,1.15,1.15,10000
10/11/2012,1.17,1.28,1.15,1.26,1.26,11800
10/12/2012,1.17,1.26,1.17,1.17,1.17,14300
10/15/2012,1.22,1.24,1.15,1.22,1.22,28800
10/16/2012,1.18,1.24,1.18,1.23,1.23,2100
10/17/2012,1.2,1.25,1.19,1.24,1.24,7200
10/18/2012,1.25,1.25,1.13,1.13,1.13,14800
10/19/2012,1.18,1.22,1.13,1.21,1.21,2900
10/22/2012,1.22,1.22,1.17,1.17,1.17,7700
10/23/2012,1.2,1.22,1.17,1.22,1.22,12400
10/24/2012,1.22,1.22,1.19,1.21,1.21,2700
10/25/2012,1.17,1.17,1.17,1.17,1.17,200
10/26/2012,1.19,1.19,1.17,1.18,1.18,5400
10/31/2012,1.17,1.21,1.17,1.21,1.21,2600
11/1/2012,1.22,1.23,1.14,1.21,1.21,20700
11/2/2012,1.18,1.24,1.16,1.22,1.22,14300
11/5/2012,1.24,1.26,1.21,1.26,1.26,27900
11/6/2012,1.25,1.3,1.17,1.27,1.27,7700
11/7/2012,1.29,1.29,1.13,1.21,1.21,27800
11/8/2012,1.17,1.2,1.16,1.16,1.16,6200
11/9/2012,1.19,1.23,1.18,1.23,1.23,8800
11/12/2012,1.19,1.24,1.19,1.22,1.22,2700
11/13/2012,1.23,1.25,1.2,1.21,1.21,5600
11/14/2012,1.19,1.25,1.19,1.25,1.25,17700
11/15/2012,1.19,1.2,1.14,1.14,1.14,5000
11/16/2012,1.13,1.21,1.13,1.16,1.16,33000
11/19/2012,1.14,1.21,1.14,1.17,1.17,2200
11/20/2012,1.16,1.22,1.14,1.18,1.18,33000
11/21/2012,1.16,1.18,1.16,1.18,1.18,1800
11/23/2012,1.15,1.21,1.15,1.18,1.18,4200
11/26/2012,1.15,1.2,1.15,1.19,1.19,7000
11/27/2012,1.18,1.18,1.15,1.15,1.15,4800
11/28/2012,1.15,1.2,1.15,1.2,1.2,9400
11/29/2012,1.18,1.24,1.17,1.24,1.24,3400
11/30/2012,1.25,1.25,1.17,1.21,1.21,25400
12/3/2012,1.17,1.2,1.16,1.2,1.2,12300
12/4/2012,1.17,1.23,1.17,1.18,1.18,1200
12/5/2012,1.23,1.23,1.2,1.23,1.23,4300
12/6/2012,1.18,1.23,1.11,1.14,1.14,25500
12/7/2012,1.16,1.17,1.15,1.17,1.17,6400
12/10/2012,1.11,1.17,1.11,1.15,1.15,16600
12/11/2012,1.19,1.19,1.15,1.17,1.17,13300
12/12/2012,1.11,1.18,1.11,1.13,1.13,5300
12/13/2012,1.17,1.17,1.12,1.14,1.14,10500
12/14/2012,1.12,1.24,1.08,1.21,1.21,23900
12/17/2012,1.24,1.24,1.09,1.21,1.21,55500
12/18/2012,1.19,1.22,1.1,1.22,1.22,24900
12/19/2012,1.17,1.24,1.16,1.24,1.24,13700
12/20/2012,1.24,1.24,1.16,1.2,1.2,42100
12/21/2012,1.21,1.25,1.15,1.25,1.25,53300
12/24/2012,1.22,1.23,1.17,1.22,1.22,4500
12/26/2012,1.18,1.24,1.16,1.24,1.24,8500
12/27/2012,1.19,1.3,1.13,1.13,1.13,80200
12/28/2012,1.17,1.23,1.17,1.19,1.19,32900
12/31/2012,1.21,1.5,1.21,1.48,1.48,209500
1/2/2013,1.48,1.95,1.48,1.51,1.51,264400
1/3/2013,1.72,1.94,1.56,1.64,1.64,130900
1/4/2013,1.58,1.8,1.58,1.61,1.61,78300
1/7/2013,1.61,1.75,1.49,1.61,1.61,70500
1/8/2013,1.65,1.66,1.43,1.62,1.62,64500
1/9/2013,1.62,1.8,1.5,1.6,1.6,110200
1/10/2013,1.57,1.66,1.57,1.62,1.62,20800
1/11/2013,1.67,1.68,1.6,1.64,1.64,53900
1/14/2013,1.8,1.8,1.6,1.64,1.64,48600
1/15/2013,1.6,1.65,1.6,1.63,1.63,23900
1/16/2013,1.7,1.76,1.66,1.72,1.72,52200
1/17/2013,1.72,1.78,1.72,1.72,1.72,23000
1/18/2013,1.75,1.75,1.72,1.74,1.74,65600
1/22/2013,1.8,1.8,1.75,1.79,1.79,52500
1/23/2013,1.82,1.98,1.75,1.9,1.9,187900
1/24/2013,1.9,2,1.9,1.94,1.94,97100
1/25/2013,1.97,1.98,1.85,1.85,1.85,29900
1/28/2013,1.85,1.95,1.85,1.87,1.87,23800
1/29/2013,1.79,1.95,1.71,1.91,1.91,192800
1/30/2013,1.89,1.9,1.83,1.88,1.88,42100
1/31/2013,1.86,1.87,1.8,1.87,1.87,22600
2/1/2013,1.87,1.87,1.8,1.81,1.81,10800
2/4/2013,1.76,1.86,1.76,1.8,1.8,33100
2/5/2013,1.8,1.84,1.8,1.82,1.82,34000
2/6/2013,1.85,1.92,1.83,1.86,1.86,30100
2/7/2013,1.86,1.89,1.86,1.86,1.86,19900
2/8/2013,1.9,1.9,1.82,1.88,1.88,44600
2/11/2013,1.85,1.9,1.85,1.85,1.85,21400
2/12/2013,1.83,1.89,1.83,1.87,1.87,9300
2/13/2013,1.88,1.88,1.85,1.86,1.86,6000
2/14/2013,1.85,1.87,1.83,1.85,1.85,11000
2/15/2013,1.86,1.88,1.83,1.87,1.87,20400
2/19/2013,1.88,1.95,1.88,1.93,1.93,93600
2/20/2013,1.93,2.04,1.93,1.98,1.98,32100
2/21/2013,2.02,2.06,1.98,2.01,2.01,55200
2/22/2013,2.1,2.15,2.02,2.09,2.09,116900
2/25/2013,2.05,2.17,2.05,2.1,2.1,64700
2/26/2013,2.1,2.11,2,2.02,2.02,80500
2/27/2013,2.05,2.06,2.02,2.02,2.02,3300
2/28/2013,2.03,2.03,2,2,2,47700
3/1/2013,1.98,2.02,1.83,1.99,1.99,72300
3/4/2013,1.96,1.99,1.88,1.99,1.99,18800
3/5/2013,1.99,1.99,1.97,1.97,1.97,19400
3/6/2013,1.98,2,1.97,1.98,1.98,5700
3/7/2013,1.93,2,1.89,1.98,1.98,13800
3/8/2013,2.04,2.08,1.98,1.99,1.99,41100
3/11/2013,2.03,2.07,1.98,2,2,35800
3/12/2013,2,2.06,2,2.03,2.03,17000
3/13/2013,2.05,2.08,2,2.07,2.07,55600
3/14/2013,2.06,2.08,2.01,2.02,2.02,39300
3/15/2013,2.02,2.05,2.02,2.03,2.03,33100
3/18/2013,2.02,2.06,2.02,2.05,2.05,52300
3/19/2013,2.02,2.05,2.01,2.02,2.02,34400
3/20/2013,2.02,2.03,2,2.02,2.02,38200
3/21/2013,2.01,2.04,2.01,2.04,2.04,20200
3/22/2013,2.04,2.05,2.01,2.01,2.01,112200
3/25/2013,2.04,2.05,2.02,2.05,2.05,29000
3/26/2013,2.05,2.07,2.05,2.05,2.05,32000
3/27/2013,2.06,2.1,2.05,2.06,2.06,64500
3/28/2013,2.06,2.06,2.05,2.05,2.05,24800
4/1/2013,2.02,2.08,2.02,2.05,2.05,17200
4/2/2013,2.05,2.08,2.03,2.03,2.03,19200
4/3/2013,2.06,2.06,2.04,2.04,2.04,9700
4/4/2013,2.07,2.07,2.04,2.04,2.04,3500
4/5/2013,2.07,2.08,2.05,2.06,2.06,8200
4/8/2013,2.07,2.08,2.06,2.08,2.08,5000
4/9/2013,2.07,2.08,2.07,2.07,2.07,43600
4/10/2013,2.08,2.08,2.07,2.07,2.07,6700
4/11/2013,2.08,2.1,2.07,2.08,2.08,50000
4/12/2013,2.08,2.09,2.08,2.08,2.08,2200
4/15/2013,2.08,2.11,2.08,2.11,2.11,12300
4/16/2013,2.05,2.09,2.05,2.08,2.08,16300
4/17/2013,2.12,2.12,2.06,2.07,2.07,13900
4/18/2013,2.07,2.08,2.07,2.07,2.07,10900
4/19/2013,2.07,2.07,1.91,1.96,1.96,16300
4/22/2013,1.97,2.03,1.97,1.97,1.97,8200
4/23/2013,1.97,2.05,1.95,1.95,1.95,33100
4/24/2013,1.95,2.1,1.83,1.97,1.97,23600
4/25/2013,1.95,1.98,1.86,1.86,1.86,11400
4/26/2013,1.88,1.9,1.86,1.87,1.87,3600
4/29/2013,1.87,1.94,1.87,1.88,1.88,8700
4/30/2013,1.87,2.14,1.87,2.01,2.01,50800
